city_a,city_b,contribution_type,rank,element_id,contribution,prevalence_a,prevalence_b
Vienna,Osaka,similarity,4,F013,0.09379506564915921,0.05483855324307941,0.055656408713712864
Vienna,Osaka,similarity,5,F010,0.06955143108213196,0.040524954536269954,0.055847625234820286
Vienna,Osaka,difference,1,F036,0.018198932419444203,0.07089068498686603,0.052691752567421826
Vienna,Osaka,difference,2,F010,0.015322670698550332,0.040524954536269954,0.055847625234820286
Vienna,Osaka,difference,3,F017,0.012159062075636601,0.00905597090321277,0.02121503297884937
Vienna,Osaka,difference,4,F057,0.01199995522781485,0.03121721559911093,0.01921726037129608
Vienna,Osaka,difference,5,F058,0.011670940662342536,0.03823883612851081,0.026567895466168275
Vienna,KualaLumpur,similarity,1,F036,0.14226587188962694,0.07089068498686603,0.06630613364731328
Vienna,KualaLumpur,similarity,2,F054,0.11757421113508909,0.07341240654677712,0.052915726139950374
Vienna,KualaLumpur,similarity,3,F013,0.08782910320974809,0.05483855324307941,0.05291692596141694
Vienna,KualaLumpur,similarity,4,F028,0.060518863239533996,0.06341725601131541,0.031530108319882004
Vienna,KualaLumpur,similarity,5,F057,0.057837066964944096,0.03121721559911093,0.061214491283696985
Vienna,KualaLumpur,difference,1,F028,0.03188714769143341,0.06341725601131541,0.031530108319882004
Vienna,KualaLumpur,difference,2,F057,0.029997275684586055,0.03121721559911093,0.061214491283696985
Vienna,KualaLumpur,difference,3,F054,0.02049668040682675,0.07341240654677712,0.052915726139950374
Vienna,KualaLumpur,difference,4,F053,0.0199270175290986,0.01782016569003839,0.03774718321913699
Vienna,KualaLumpur,difference,5,F007,0.019790476515708328,0.022783188522933925,0.04257366503864225
Vienna,MexicoCity,similarity,1,F054,0.22287418759603259,0.07341240654677712,0.10427915680378734
Vienna,MexicoCity,similarity,2,F036,0.09228716824285185,0.07089068498686603,0.04471562919838782
Vienna,MexicoCity,similarity,3,F028,0.07381001986548708,0.06341725601131541,0.03997744865971467
Vienna,MexicoCity,similarity,4,F013,0.0654405213904348,0.05483855324307941,0.04098906020088286
Vienna,MexicoCity,similarity,5,F021,0.05407369836269559,0.042727015558698726,0.04347010747872817
Vienna,MexicoCity,difference,1,F054,0.030866750257010217,0.07341240654677712,0.10427915680378734
Vienna,MexicoCity,difference,2,F036,0.02617505578847821,0.07089068498686603,0.04471562919838782
Vienna,MexicoCity,difference,3,F028,0.02343980735160074,0.06341725601131541,0.03997744865971467
Vienna,MexicoCity,difference,4,F046,0.015139320441544509,0.008282885431400282,0.02342220587294479
Vienna,MexicoCity,difference,5,F013,0.01384949304219655,0.05483855324307941,0.04098906020088286
Vienna,Amsterdam,similarity,1,F036,0.12509150612927966,0.07089068498686603,0.055876207591985284
Vienna,Amsterdam,similarity,2,F028,0.1123366429126301,0.06341725601131541,0.05609217339914841
Vienna,Amsterdam,similarity,3,F013,0.10812092286272951,0.05483855324307941,0.062432687292814114
Vienna,Amsterdam,similarity,4,F054,0.08581679005721955,0.07341240654677712,0.03701613567335313
Vienna,Amsterdam,similarity,5,F057,0.05643281468741132,0.03121721559911093,0.05724345280481051
Vienna,Amsterdam,difference,1,F054,0.036396270873423994,0.07341240654677712,0.03701613567335313
Vienna,Amsterdam,difference,2,F033,0.026402397707666538,0.012689028086482118,0.039091425794148656
Vienna,Amsterdam,difference,3,F057,0.02602623720569958,0.03121721559911093,0.05724345280481051
Vienna,Amsterdam,difference,4,F036,0.015014477394880744,0.07089068498686603,0.055876207591985284
Vienna,Amsterdam,difference,5,F010,0.01319902297684343,0.040524954536269954,0.027325931559426524
Vienna,Lagos,similarity,1,F054,0.11818776037418521,0.07341240654677712,0.052179343785252796
Vienna,Lagos,similarity,2,F036,0.09596257222606527,0.07089068498686603,0.04387410586093734
Vienna,Lagos,similarity,3,F058,0.06556965226716524,0.03823883612851081,0.055576831863398624
Vienna,Lagos,similarity,4,F057,0.06519726174111243,0.03121721559911093,0.0676909740026664
Vienna,Lagos,similarity,5,F013,0.05993103892406252,0.05483855324307941,0.03542104655932725
Vienna,Lagos,difference,1,F028,0.03663594832492427,0.06341725601131541,0.02678130768639114
Vienna,Lagos,difference,2,F057,0.03647375840355546,0.03121721559911093,0.0676909740026664
Vienna,Lagos,difference,3,F007,0.03274597194778703,0.022783188522933925,0.05552916047072095
Vienna,Lagos,difference,4,F036,0.02701657912592869,0.07089068498686603,0.04387410586093734
Vienna,Lagos,difference,5,F033,0.025611931430490502,0.012689028086482118,0.03830095951697262
Vienna,Lima,similarity,1,F054,0.2000631831545914,0.07341240654677712,0.09163525897471782
Vienna,Lima,similarity,2,F028,0.08514598639712291,0.06341725601131541,0.04514624483039846
Vienna,Lima,similarity,3,F036,0.07954265135825875,0.07089068498686603,0.03772904290588309
Vienna,Lima,similarity,4,F058,0.07113778774652987,0.03823883612851081,0.06255479254837427
Vienna,Lima,similarity,5,F013,0.06365965254893023,0.05483855324307941,0.039034010388265025
Vienna,Lima,difference,1,F036,0.03316164208098294,0.07089068498686603,0.03772904290588309
Vienna,Lima,difference,2,F058,0.024315956419863463,0.03823883612851081,0.06255479254837427
Vienna,Lima,difference,3,F053,0.01918863168088444,0.01782016569003839,0.03700879737092283
Vienna,Lima,difference,4,F028,0.018271011180916952,0.06341725601131541,0.04514624483039846
Vienna,Lima,difference,5,F054,0.018222852427940694,0.07341240654677712,0.09163525897471782
Vienna,Manila,similarity,1,F054,0.16065943982397357,0.07341240654677712,0.06999071266322775
Vienna,Manila,similarity,2,F036,0.09897155950352605,0.07089068498686603,0.04465035015337693
Vienna,Manila,similarity,3,F028,0.0774707661654492,0.06341725601131541,0.03906915629101174
Vienna,Manila,similarity,4,F013,0.07566122595068776,0.05483855324307941,0.04412563960337797
Vienna,Manila,similarity,5,F021,0.06813485531970954,0.042727015558698726,0.051000027174651484
Vienna,Manila,difference,1,F036,0.0262403348334891,0.07089068498686603,0.04465035015337693
Vienna,Manila,difference,2,F028,0.02434809972030367,0.06341725601131541,0.03906915629101174
Vienna,Manila,difference,3,F007,0.016797490619561952,0.022783188522933925,0.03958067914249588
Vienna,Manila,difference,4,F053,0.016694039459398218,0.01782016569003839,0.03451420514943661
Vienna,Manila,difference,5,F042,0.013598279928443143,0.020573045059608,0.034171324988051144
Vienna,Moscow,similarity,1,F036,0.14529772455850282,0.07089068498686603,0.0713941387588544
Vienna,Moscow,similarity,2,F054,0.1385338209436797,0.07341240654677712,0.06573236686968596
Vienna,Moscow,similarity,3,F013,0.10116230228993302,0.05483855324307941,0.06425776777006023
Vienna,Moscow,similarity,4,F028,0.09810763201408734,0.06341725601131541,0.05388752848702849
Vienna,Moscow,similarity,5,F021,0.08071696175216252,0.042727015558698726,0.06580443524816346
Vienna,Moscow,difference,1,F057,0.026387840077715243,0.03121721559911093,0.057605055676826174
Vienna,Moscow,difference,2,F021,0.02307741968946473,0.042727015558698726,0.06580443524816346
Vienna,Moscow,difference,3,F007,0.013476814968378634,0.022783188522933925,0.03626000349131256
Vienna,Moscow,difference,4,F010,0.012560421787598013,0.040524954536269954,0.02796453274867194
Vienna,Moscow,difference,5,F053,0.010610409239454714,0.01782016569003839,0.028430574929493104
Vienna,Singapore,similarity,1,F036,0.1365561823854131,0.07089068498686603,0.06440416242200689
Vienna,Singapore,similarity,2,F054,0.11156469724790181,0.07341240654677712,0.050809985692881365
Vienna,Singapore,similarity,3,F013,0.1086785888713141,0.05483855324307941,0.06625974260061251
Vienna,Singapore,similarity,4,F028,0.08257134851567785,0.06341725601131541,0.043532506449468836
Vienna,Singapore,similarity,5,F058,0.059081953029379415,0.03823883612851081,0.05165851531054816
Vienna,Singapore,difference,1,F054,0.022602420853895758,0.07341240654677712,0.050809985692881365
Vienna,Singapore,difference,2,F027,0.022385771825542224,0.019834309961608405,0.04222008178715063
Vienna,Singapore,difference,3,F010,0.020694950142745333,0.040524954536269954,0.01983000439352462
Vienna,Singapore,difference,4,F007,0.02044474849999448,0.022783188522933925,0.0432279370229284
Vienna,Singapore,difference,5,F028,0.019884749561846576,0.06341725601131541,0.043532506449468836
Vienna,CapeTown,similarity,1,F054,0.21373285047262502,0.07341240654677712,0.10025778059225571
Vienna,CapeTown,similarity,2,F036,0.08042241410872861,0.07089068498686603,0.03906647285148192
Vienna,CapeTown,similarity,3,F058,0.07116937654315976,0.03823883612851081,0.06409213897124436
Vienna,CapeTown,similarity,4,F013,0.06906350057951896,0.05483855324307941,0.0433689460739632
Vienna,CapeTown,similarity,5,F028,0.061131051269935316,0.06341725601131541,0.033194848226079335
Vienna,CapeTown,difference,1,F036,0.03182421213538411,0.07089068498686603,0.03906647285148192
Vienna,CapeTown,difference,2,F028,0.030222407785236077,0.06341725601131541,0.033194848226079335
Vienna,CapeTown,difference,3,F054,0.026845374045478584,0.07341240654677712,0.10025778059225571
Vienna,CapeTown,difference,4,F058,0.025853302842733544,0.03823883612851081,0.06409213897124436
Vienna,CapeTown,difference,5,F052,0.01903993135561793,0.023924833299656497,0.04296476465527443
Vienna,Johannesburg,similarity,1,F054,0.17650849388703244,0.07341240654677712,0.08180661391881502
Vienna,Johannesburg,similarity,2,F036,0.09848762707104797,0.07089068498686603,0.047269909394372915
Vienna,Johannesburg,similarity,3,F058,0.0784696940200178,0.03823883612851081,0.06982156238747288
Vienna,Johannesburg,similarity,4,F013,0.06953918486583088,0.05483855324307941,0.04314553670776847
Vienna,Johannesburg,similarity,5,F028,0.05766183058529983,0.06341725601131541,0.03093664742959654
Vienna,Johannesburg,difference,1,F028,0.032480608581718876,0.06341725601131541,0.03093664742959654
Vienna,Johannesburg,difference,2,F058,0.031582726258962066,0.03823883612851081,0.06982156238747288
Vienna,Johannesburg,difference,3,F057,0.02403948412417371,0.03121721559911093,0.05525669972328464
Vienna,Johannesburg,difference,4,F036,0.023620775592493114,0.07089068498686603,0.047269909394372915
Vienna,Johannesburg,difference,5,F001,0.016490988081611584,0.02503131945847646,0.041522307540088045
Vienna,Seoul,similarity,1,F054,0.1475192492093431,0.07341240654677712,0.06558961390396727
Vienna,Seoul,similarity,2,F036,0.14578323583773234,0.07089068498686603,0.0671234476426719
Vienna,Seoul,similarity,3,F028,0.09297907386554582,0.06341725601131541,0.047855693184929854
Vienna,Seoul,similarity,4,F013,0.08710667661297693,0.05483855324307941,0.051846721324678255
Vienna,Seoul,similarity,5,F021,0.06005909872892951,0.042727015558698726,0.04588091748143614
Vienna,Seoul,difference,1,F027,0.016804544475193937,0.019834309961608405,0.03663885443680234
Vienna,Seoul,difference,2,F028,0.015561562826385558,0.06341725601131541,0.047855693184929854
Vienna,Seoul,difference,3,F053,0.013117450082395288,0.01782016569003839,0.030937615772433678
Vienna,Seoul,difference,4,F057,0.012870002996627158,0.03121721559911093,0.018347212602483773
Vienna,Seoul,difference,5,F002,0.00904582064604347,0.016969084663568397,0.007923264017524927
Vienna,Taipei,similarity,1,F036,0.14729417548978338,0.07089068498686603,0.06676498724489796
Vienna,Taipei,similarity,2,F054,0.14094824008832374,0.07341240654677712,0.061693948412698416
Vienna,Taipei,similarity,3,F013,0.08954887150138695,0.05483855324307941,0.052471864692846835
Vienna,Taipei,similarity,4,F028,0.08438277847209667,0.06341725601131541,0.042756164965986394
Vienna,Taipei,similarity,5,F021,0.06097793006311984,0.042727015558698726,0.045858779117707686
Vienna,Taipei,difference,1,F027,0.0209051155434421,0.019834309961608405,0.040739425505050504
Vienna,Taipei,difference,2,F028,0.020661091045329018,0.06341725601131541,0.042756164965986394
Vienna,Taipei,difference,3,F054,0.011718458134078708,0.07341240654677712,0.061693948412698416
Vienna,Taipei,difference,4,F045,0.011709815783874308,0.02270842594463528,0.03441824172850959
Vienna,Taipei,difference,5,F007,0.011252158570448884,0.022783188522933925,0.03403534709338281
Vienna,Bangkok,similarity,1,F054,0.1607930628232402,0.07341240654677712,0.0702694158558432
Vienna,Bangkok,similarity,2,F036,0.09860608376192188,0.07089068498686603,0.04462549375876152
Vienna,Bangkok,similarity,3,F013,0.09302000125818081,0.05483855324307941,0.05442003902171102
Vienna,Bangkok,similarity,4,F028,0.06364019690179096,0.06341725601131541,0.03219530653757356
Vienna,Bangkok,similarity,5,F021,0.06312984729740555,0.042727015558698726,0.047402437739295374
Vienna,Bangkok,difference,1,F028,0.03122194947374185,0.06341725601131541,0.03219530653757356
Vienna,Bangkok,difference,2,F036,0.026265191228104508,0.07089068498686603,0.04462549375876152
Vienna,Bangkok,difference,3,F053,0.021970324125039572,0.01782016569003839,0.03979048981507796
Vienna,Bangkok,difference,4,F007,0.016860411054277654,0.022783188522933925,0.03964359957721158
Vienna,Bangkok,difference,5,F060,0.012794406150369506,0.01109880783996767,0.023893213990337177
Vienna,Istanbul,similarity,1,F054,0.17084704004216422,0.07341240654677712,0.07599687387549478
Vienna,Istanbul,similarity,2,F028,0.11769934803037715,0.06341725601131541,0.06060721675320002
Vienna,Istanbul,similarity,3,F036,0.10604840893096132,0.07089068498686603,0.04885091631110883
Vienna,Istanbul,similarity,4,F013,0.07608423885534446,0.05483855324307941,0.04530711843931527
Vienna,Istanbul,similarity,5,F010,0.06818656147202276,0.040524954536269954,0.054945734591065644
Vienna,Istanbul,difference,1,F036,0.0220397686757572,0.07089068498686603,0.04885091631110883
Vienna,Istanbul,difference,2,F010,0.01442078005479569,0.040524954536269954,0.054945734591065644
Vienna,Istanbul,difference,3,F022,0.00962579615605626,0.026344716104263487,0.03597051226031975
Vienna,Istanbul,difference,4,F013,0.009531434803764137,0.05483855324307941,0.04530711843931527
Vienna,Istanbul,difference,5,F002,0.007371432630462964,0.016969084663568397,0.009597652033105433
Vienna,London,similarity,1,F054,0.14588899329236035,0.07341240654677712,0.06475888252960843
Vienna,London,similarity,2,F036,0.1378689259252387,0.07089068498686603,0.06337580649078355
Vienna,London,similarity,3,F028,0.10764112746422581,0.06341725601131541,0.05531170818188442
Vienna,London,similarity,4,F013,0.08329132471154532,0.05483855324307941,0.049494855459042
Vienna,London,similarity,5,F057,0.05313342234967388,0.03121721559911093,0.05546511345514009
Vienna,London,difference,1,F057,0.024247897856029158,0.03121721559911093,0.05546511345514009
Vienna,London,difference,2,F007,0.015071890041613672,0.022783188522933925,0.037855078564547597
Vienna,London,difference,3,F033,0.012314412401176651,0.012689028086482118,0.02500344048765877
Vienna,London,difference,4,F010,0.01136297637729514,0.040524954536269954,0.029161978158974814
Vienna,London,difference,5,F021,0.010626051412627763,0.042727015558698726,0.032100964146070964
Vienna,LosAngeles,similarity,1,F054,0.21126532801559772,0.07341240654677712,0.10383494498326765
Vienna,LosAngeles,similarity,2,F036,0.14701428994699206,0.07089068498686603,0.07482645108740182
Vienna,LosAngeles,similarity,3,F058,0.07291211176233237,0.03823883612851081,0.06879862863826157
Vienna,LosAngeles,similarity,4,F013,0.06841563259088662,0.05483855324307941,0.045014675948313675
Vienna,LosAngeles,similarity,5,F028,0.05693237406930824,0.06341725601131541,0.03239191449231822
Vienna,LosAngeles,difference,1,F028,0.03102534151899719,0.06341725601131541,0.03239191449231822
Vienna,LosAngeles,difference,2,F058,0.030559792509750758,0.03823883612851081,0.06879862863826157
Vienna,LosAngeles,difference,3,F054,0.030422538436490523,0.07341240654677712,0.10383494498326765
Vienna,LosAngeles,difference,4,F011,0.01312730599974578,0.013984239240250556,0.027111545239996336
Vienna,LosAngeles,difference,5,F010,0.012309299227464546,0.040524954536269954,0.028215655308805408
Vienna,NewYorkCity,similarity,1,F036,0.18246844255480713,0.07089068498686603,0.08829794265884491
Vienna,NewYorkCity,similarity,2,F054,0.16726020202689343,0.07341240654677712,0.07815830785755598
Vienna,NewYorkCity,similarity,3,F013,0.08359088120453605,0.05483855324307941,0.05229075435842353
Vienna,NewYorkCity,similarity,4,F028,0.07416607977016865,0.06341725601131541,0.04011897876559531
Vienna,NewYorkCity,similarity,5,F021,0.05028645175060396,0.042727015558698726,0.040373874246054695
Vienna,NewYorkCity,difference,1,F028,0.023298277245720103,0.06341725601131541,0.04011897876559531
Vienna,NewYorkCity,difference,2,F036,0.017407257671978885,0.07089068498686603,0.08829794265884491
Vienna,NewYorkCity,difference,3,F045,0.013271909509384384,0.02270842594463528,0.035980335454019664
Vienna,NewYorkCity,difference,4,F002,0.012242570576152054,0.016969084663568397,0.004726514087416343
Vienna,NewYorkCity,difference,5,F053,0.011723749041846268,0.01782016569003839,0.029543914731884658
Dhaka,SaoPaulo,similarity,1,F054,0.10063984785837052,0.03618245502359734,0.08821157942131633
Dhaka,SaoPaulo,similarity,2,F021,0.08835589081839264,0.06453020716793334,0.04342362825274062
Dhaka,SaoPaulo,similarity,3,F036,0.08667917903253107,0.05471954849992927,0.050237259666814624
Dhaka,SaoPaulo,similarity,4,F013,0.06355804029937279,0.04953753713205509,0.04069019252200959
Dhaka,SaoPaulo,similarity,5,F028,0.049283615431615684,0.03634681660944151,0.0430021171353849
Dhaka,SaoPaulo,difference,1,F054,0.052029124397718986,0.03618245502359734,0.08821157942131633
Dhaka,SaoPaulo,difference,2,F058,0.02351108189728769,0.02487807504854494,0.04838915694583263
Dhaka,SaoPaulo,difference,3,F021,0.02110657891519272,0.06453020716793334,0.04342362825274062
Dhaka,SaoPaulo,difference,4,F053,0.02042545792224787,0.04807355361804457,0.027648095695796703
Dhaka,SaoPaulo,difference,5,F040,0.016514027958861147,0.014586387485050731,0.03110041544391188
Dhaka,Toronto,similarity,1,F036,0.13329797194150542,0.05471954849992927,0.080849634858656
Dhaka,Toronto,similarity,2,F054,0.09441767669376297,0.03618245502359734,0.08660686234908667
Dhaka,Toronto,similarity,3,F021,0.08945183747125872,0.06453020716793334,0.046006927747536334
Dhaka,Toronto,similarity,4,F013,0.07957501196861476,0.04953753713205509,0.05331376188552707
Dhaka,Toronto,similarity,5,F058,0.04228350561627253,0.02487807504854494,0.056409368648496154
Dhaka,Toronto,difference,1,F054,0.05042440732548933,0.03618245502359734,0.08660686234908667
Dhaka,Toronto,difference,2,F058,0.031531293599951216,0.02487807504854494,0.056409368648496154
Dhaka,Toronto,difference,3,F036,0.026130086358726726,0.05471954849992927,0.080849634858656
Dhaka,Toronto,difference,4,F053,0.02608933580273749,0.04807355361804457,0.021984217815307083
Dhaka,Toronto,difference,5,F042,0.025441662926660252,0.03910961832748222,0.013667955400821968
Dhaka,HongKong,similarity,1,F036,0.10203262213360377,0.05471954849992927,0.056507000689540995
Dhaka,HongKong,similarity,2,F013,0.08540467962619983,0.04953753713205509,0.052245990937920414
Dhaka,HongKong,similarity,3,F021,0.08492062204077792,0.06453020716793334,0.039880061656859325
Dhaka,HongKong,similarity,4,F054,0.07049677510449974,0.03618245502359734,0.05904415794828603
Dhaka,HongKong,similarity,5,F028,0.056518952411464145,0.03634681660944151,0.04712305493986206
Dhaka,HongKong,difference,1,F058,0.026159611822690915,0.02487807504854494,0.05103768687123585
Dhaka,HongKong,difference,2,F021,0.024650145511074015,0.06453020716793334,0.039880061656859325
Dhaka,HongKong,difference,3,F027,0.024175650031293502,0.01626134858480254,0.040436998616096044
Dhaka,HongKong,difference,4,F042,0.02303559794985807,0.03910961832748222,0.016074020377624152
Dhaka,HongKong,difference,5,F054,0.02286170292468869,0.03618245502359734,0.05904415794828603
Dhaka,Bogota,similarity,1,F054,0.10676285532330813,0.03618245502359734,0.09640300129448803
Dhaka,Bogota,similarity,2,F013,0.07998613004392448,0.04953753713205509,0.05275318428076007
Dhaka,Bogota,similarity,3,F021,0.07185487751978428,0.06453020716793334,0.036379908267143976
Dhaka,Bogota,similarity,4,F036,0.07166389049483395,0.05471954849992927,0.04278842312179375
Dhaka,Bogota,similarity,5,F028,0.06052111595210083,0.03634681660944151,0.054401259329103606
Dhaka,Bogota,difference,1,F054,0.06022054627089069,0.03618245502359734,0.09640300129448803
Dhaka,Bogota,difference,2,F058,0.03155321320677285,0.02487807504854494,0.05643128825531779
Dhaka,Bogota,difference,3,F021,0.028150298900789364,0.06453020716793334,0.036379908267143976
Dhaka,Bogota,difference,4,F053,0.026513935252295767,0.04807355361804457,0.021559618365748805
Dhaka,Bogota,difference,5,F008,0.019241642019210407,0.02566813587438756,0.006426493855177153
Dhaka,Paris,similarity,1,F036,0.10213516904654636,0.05471954849992927,0.057558082899030735
Dhaka,Paris,similarity,2,F054,0.08648806622516306,0.03618245502359734,0.0737108924715471
Dhaka,Paris,similarity,3,F021,0.08264649254452057,0.06453020716793334,0.03949434188950043
Dhaka,Paris,similarity,4,F013,0.07779470422930412,0.04953753713205509,0.048427175166009126
Dhaka,Paris,similarity,5,F028,0.07052118879030844,0.03634681660944151,0.05983106846557239
Dhaka,Paris,difference,1,F054,0.03752843744794975,0.03618245502359734,0.0737108924715471
Dhaka,Paris,difference,2,F053,0.03293628152543664,0.04807355361804457,0.015137272092607927
Dhaka,Paris,difference,3,F021,0.025035865278432913,0.06453020716793334,0.03949434188950043
Dhaka,Paris,difference,4,F028,0.02348425185613088,0.03634681660944151,0.05983106846557239
Dhaka,Paris,difference,5,F040,0.01747082680878136,0.014586387485050731,0.03205721429383209
Dhaka,Mumbai,similarity,1,F021,0.11967528593380998,0.06453020716793334,0.056349057362761135
Dhaka,Mumbai,similarity,2,F036,0.10450820042379923,0.05471954849992927,0.05803007142410183
Dhaka,Mumbai,similarity,3,F054,0.07764874118992753,0.03618245502359734,0.06520510963912503
Dhaka,Mumbai,similarity,4,F013,0.0769718860041839,0.04953753713205509,0.04721097374560863
Dhaka,Mumbai,similarity,5,F022,0.054035127261571135,0.04000255584275298,0.04104248795444591
Dhaka,Mumbai,difference,1,F054,0.029022654615527686,0.03618245502359734,0.06520510963912503
Dhaka,Mumbai,difference,2,F053,0.02788037779318112,0.04807355361804457,0.020193175824863453
Dhaka,Mumbai,difference,3,F058,0.016226093294219236,0.02487807504854494,0.041104168342764175
Dhaka,Mumbai,difference,4,F020,0.011121014062692561,0.01499749238069519,0.003876478318002628
Dhaka,Mumbai,difference,5,F010,0.01057961830281074,0.02604869925285804,0.03662831755566878
Dhaka,NewDelhi,similarity,1,F021,0.12798276800170294,0.06453020716793334,0.06069607027721833
Dhaka,NewDelhi,similarity,2,F036,0.10840776100086148,0.05471954849992927,0.06063034004440442
Dhaka,NewDelhi,similarity,3,F054,0.07542941027577582,0.03618245502359734,0.06379913871914546
Dhaka,NewDelhi,similarity,4,F013,0.0600118129542886,0.04953753713205509,0.03707442896323231
Dhaka,NewDelhi,similarity,5,F022,0.05586367309757964,0.04000255584275298,0.04273796921934823
Dhaka,NewDelhi,difference,1,F053,0.0300316787340391,0.04807355361804457,0.018041874884005472
Dhaka,NewDelhi,difference,2,F054,0.027616683695548115,0.03618245502359734,0.06379913871914546
Dhaka,NewDelhi,difference,3,F010,0.025332151167471763,0.02604869925285804,0.051380850420329804
Dhaka,NewDelhi,difference,4,F042,0.015196272254799189,0.03910961832748222,0.02391334607268303
Dhaka,NewDelhi,difference,5,F013,0.012463108168822776,0.04953753713205509,0.03707442896323231
Dhaka,Jakarta,similarity,1,F021,0.12231926576784771,0.06453020716793334,0.056547252722660306
Dhaka,Jakarta,similarity,2,F036,0.08197694512929735,0.05471954849992927,0.04469191138506002
Dhaka,Jakarta,similarity,3,F053,0.06934459347692964,0.04807355361804457,0.043031460253875185
Dhaka,Jakarta,similarity,4,F013,0.0662039086665998,0.04953753713205509,0.0398684107464557
Dhaka,Jakarta,similarity,5,F007,0.06194964445170667,0.039474910947365716,0.046816329727630064
Dhaka,Jakarta,difference,1,F052,0.018181948857311947,0.020891603333204736,0.03907355219051668
Dhaka,Jakarta,difference,2,F054,0.013963568765412271,0.03618245502359734,0.05014602378900961
Dhaka,Jakarta,difference,3,F057,0.013745499118397151,0.02997971400280339,0.04372521312120054
Dhaka,Jakarta,difference,4,F008,0.010222943150160719,0.02566813587438756,0.015445192724226842
Dhaka,Jakarta,difference,5,F036,0.010027637114869252,0.05471954849992927,0.04469191138506002
Dhaka,Osaka,similarity,1,F021,0.0971486507410128,0.06453020716793334,0.04652361964073696
Dhaka,Osaka,similarity,2,F036,0.09330079976410277,0.05471954849992927,0.052691752567421826
Dhaka,Osaka,similarity,3,F013,0.08921745036286226,0.04953753713205509,0.055656408713712864
Dhaka,Osaka,similarity,4,F054,0.07888783837074116,0.03618245502359734,0.06737702137464677
Dhaka,Osaka,similarity,5,F028,0.061578264473742865,0.03634681660944151,0.052355323499950396
Dhaka,Osaka,difference,1,F054,0.031194566351049426,0.03618245502359734,0.06737702137464677
Dhaka,Osaka,difference,2,F010,0.029798925981962245,0.02604869925285804,0.055847625234820286
Dhaka,Osaka,difference,3,F042,0.029520389818139016,0.03910961832748222,0.009589228509343206
Dhaka,Osaka,difference,4,F040,0.02725522763049525,0.014586387485050731,0.04184161511554598
Dhaka,Osaka,difference,5,F053,0.02113482611198805,0.04807355361804457,0.026938727506056522
Dhaka,KualaLumpur,similarity,1,F036,0.1156313127912177,0.05471954849992927,0.06630613364731328
Dhaka,KualaLumpur,similarity,2,F021,0.09161618135917901,0.06453020716793334,0.04454817123212066
Dhaka,KualaLumpur,similarity,3,F013,0.083542653355994,0.04953753713205509,0.05291692596141694
Dhaka,KualaLumpur,similarity,4,F054,0.06101857167501905,0.03618245502359734,0.052915726139950374
Dhaka,KualaLumpur,similarity,5,F057,0.05848721966034253,0.02997971400280339,0.061214491283696985
Dhaka,KualaLumpur,difference,1,F057,0.031234777280893595,0.02997971400280339,0.061214491283696985
Dhaka,KualaLumpur,difference,2,F021,0.01998203593581268,0.06453020716793334,0.04454817123212066
Dhaka,KualaLumpur,difference,3,F058,0.019959253157018075,0.02487807504854494,0.044837328205563014
Dhaka,KualaLumpur,difference,4,F054,0.016733271116353032,0.03618245502359734,0.052915726139950374
Dhaka,KualaLumpur,difference,5,F027,0.016078639225011356,0.01626134858480254,0.0323399878098139
Dhaka,MexicoCity,similarity,1,F054,0.11566707068708118,0.03618245502359734,0.10427915680378734
Dhaka,MexicoCity,similarity,2,F021,0.08599396397436493,0.06453020716793334,0.04347010747872817
Dhaka,MexicoCity,similarity,3,F036,0.07500946134139577,0.05471954849992927,0.04471562919838782
Dhaka,MexicoCity,similarity,4,F013,0.06224673364705172,0.04953753713205509,0.04098906020088286
Dhaka,MexicoCity,similarity,5,F022,0.0479849270632222,0.04000255584275298,0.03912937432026102
Dhaka,MexicoCity,difference,1,F054,0.06809670178019,0.03618245502359734,0.10427915680378734
Dhaka,MexicoCity,difference,2,F058,0.022560908381817804,0.02487807504854494,0.04743898343036274
Dhaka,MexicoCity,difference,3,F021,0.02106009968920517,0.06453020716793334,0.04347010747872817
Dhaka,MexicoCity,difference,4,F053,0.016642423172135802,0.04807355361804457,0.03143113044590877
Dhaka,MexicoCity,difference,5,F042,0.015218392558177633,0.03910961832748222,0.023891225769304587
Dhaka,Amsterdam,similarity,1,F013,0.10284414219373064,0.04953753713205509,0.062432687292814114
Dhaka,Amsterdam,similarity,2,F036,0.10167227656666065,0.05471954849992927,0.055876207591985284
Dhaka,Amsterdam,similarity,3,F021,0.08046302533788911,0.06453020716793334,0.03749731556520068
Dhaka,Amsterdam,similarity,4,F028,0.0677956405191504,0.03634681660944151,0.05609217339914841
Dhaka,Amsterdam,similarity,5,F057,0.05706718203180274,0.02997971400280339,0.05724345280481051
Dhaka,Amsterdam,difference,1,F053,0.031153540894227297,0.04807355361804457,0.016920012723817275
Dhaka,Amsterdam,difference,2,F057,0.02726373880200712,0.02997971400280339,0.05724345280481051
Dhaka,Amsterdam,difference,3,F021,0.02703289160273266,0.06453020716793334,0.03749731556520068
Dhaka,Amsterdam,difference,4,F028,0.019745356789706903,0.03634681660944151,0.05609217339914841
Dhaka,Amsterdam,difference,5,F033,0.01820504666782894,0.020886379126319715,0.039091425794148656
Dhaka,Lagos,similarity,1,F036,0.07799676800863889,0.05471954849992927,0.04387410586093734
