panoid,heading,jpg_offset,jpg_size,lat,lon,year,month,place_id,split,tar_path,city_key,clean_direction_count,direction_index,pano_index,city_sample_index,sample_index,panorama_sample_index
5v8vtVr-92ZecPf8_qKGsg,90,33710592,83943,22.32717346261071,114.184982115607,2021,2,O-zoOf8jRHqG1BUZ0pKnUw,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000114.tar,China/HongKong,1,1,1290,6,97,24
5v8vtVr-92ZecPf8_qKGsg,180,33533952,88980,22.32717346261071,114.184982115607,2021,2,O-zoOf8jRHqG1BUZ0pKnUw,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000114.tar,China/HongKong,1,2,1290,6,98,24
5v8vtVr-92ZecPf8_qKGsg,270,33624576,84084,22.32717346261071,114.184982115607,2021,2,O-zoOf8jRHqG1BUZ0pKnUw,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000114.tar,China/HongKong,1,3,1290,6,99,24
MWf8c8OyUveAqbzDoC5-tA,0,6853120,77731,22.3533407172438,114.0822620529189,2019,11,v4pLVjKnQ5SDh5TlXCvbIg,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000604.tar,China/HongKong,2,0,3848,6,100,25
MWf8c8OyUveAqbzDoC5-tA,90,7057920,75690,22.3533407172438,114.0822620529189,2019,11,v4pLVjKnQ5SDh5TlXCvbIg,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000604.tar,China/HongKong,2,1,3848,6,101,25
MWf8c8OyUveAqbzDoC5-tA,180,6932480,57283,22.3533407172438,114.0822620529189,2019,11,v4pLVjKnQ5SDh5TlXCvbIg,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000604.tar,China/HongKong,2,2,3848,6,102,25
MWf8c8OyUveAqbzDoC5-tA,270,6991360,64666,22.3533407172438,114.0822620529189,2019,11,v4pLVjKnQ5SDh5TlXCvbIg,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000604.tar,China/HongKong,2,3,3848,6,103,25
TGXuMfuP5NXJeJDuKw8r5Q,0,26994176,56861,22.28869931781224,114.1439698897058,2011,7,OYXwvBPJTQq2yJZkYZ02hg,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000791.tar,China/HongKong,1,0,4961,6,104,26
TGXuMfuP5NXJeJDuKw8r5Q,90,27222016,73983,22.28869931781224,114.1439698897058,2011,7,OYXwvBPJTQq2yJZkYZ02hg,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000791.tar,China/HongKong,1,1,4961,6,105,26
TGXuMfuP5NXJeJDuKw8r5Q,180,27053056,89465,22.28869931781224,114.1439698897058,2011,7,OYXwvBPJTQq2yJZkYZ02hg,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000791.tar,China/HongKong,1,2,4961,6,106,26
TGXuMfuP5NXJeJDuKw8r5Q,270,27144192,76153,22.28869931781224,114.1439698897058,2011,7,OYXwvBPJTQq2yJZkYZ02hg,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000791.tar,China/HongKong,1,3,4961,6,107,26
_Ca45iUBe8NF1aDtnlZyEw,0,3687936,95921,22.24167560173699,114.1561537756609,2022,3,YvoVvNOAQdK2rQ6R95vFHA,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000189.tar,China/HongKong,1,0,5915,6,108,27
_Ca45iUBe8NF1aDtnlZyEw,90,3997184,124558,22.24167560173699,114.1561537756609,2022,3,YvoVvNOAQdK2rQ6R95vFHA,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000189.tar,China/HongKong,1,1,5915,6,109,27
_Ca45iUBe8NF1aDtnlZyEw,180,3785728,93313,22.24167560173699,114.1561537756609,2022,3,YvoVvNOAQdK2rQ6R95vFHA,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000189.tar,China/HongKong,1,2,5915,6,110,27
_Ca45iUBe8NF1aDtnlZyEw,270,3880960,114310,22.24167560173699,114.1561537756609,2022,3,YvoVvNOAQdK2rQ6R95vFHA,train,/nas_data_24T/GSV/packages_main/cities/China/HongKong/shard-000189.tar,China/HongKong,1,3,5915,6,111,27
6DO3jYxTGqnESN7lPhM0wg,0,441703424,60321,4.69808488912713,-74.16177136245916,2024,7,Y3lR_wMBQ2uVTOcqAq-lFg,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000023.tar,Colombia/Bogota,2,0,423,7,112,28
6DO3jYxTGqnESN7lPhM0wg,90,441900544,70164,4.69808488912713,-74.16177136245916,2024,7,Y3lR_wMBQ2uVTOcqAq-lFg,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000023.tar,Colombia/Bogota,2,1,423,7,113,28
6DO3jYxTGqnESN7lPhM0wg,180,441765376,73432,4.69808488912713,-74.16177136245916,2024,7,Y3lR_wMBQ2uVTOcqAq-lFg,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000023.tar,Colombia/Bogota,2,2,423,7,114,28
6DO3jYxTGqnESN7lPhM0wg,270,441840640,57970,4.69808488912713,-74.16177136245916,2024,7,Y3lR_wMBQ2uVTOcqAq-lFg,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000023.tar,Colombia/Bogota,2,3,423,7,115,28
Hp-34Q6K_0ExCXfETW4Iaw,0,489481728,103883,4.709156506185932,-74.13102103740738,2024,7,wetsGHqWRZyJjQH8__-RJA,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000088.tar,Colombia/Bogota,2,0,3619,7,116,29
Hp-34Q6K_0ExCXfETW4Iaw,90,489758720,110572,4.709156506185932,-74.13102103740738,2024,7,wetsGHqWRZyJjQH8__-RJA,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000088.tar,Colombia/Bogota,2,1,3619,7,117,29
Hp-34Q6K_0ExCXfETW4Iaw,180,489587200,82311,4.709156506185932,-74.13102103740738,2024,7,wetsGHqWRZyJjQH8__-RJA,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000088.tar,Colombia/Bogota,2,2,3619,7,118,29
Hp-34Q6K_0ExCXfETW4Iaw,270,489671168,85628,4.709156506185932,-74.13102103740738,2024,7,wetsGHqWRZyJjQH8__-RJA,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000088.tar,Colombia/Bogota,2,3,3619,7,119,29
ZKhw9t_mXvlgDO-ZylEF9A,0,618555904,59038,4.59718892285467,-74.16737822832506,2017,8,vd01S-hcQjKXr5gD-v-uLg,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000204.tar,Colombia/Bogota,2,0,5919,7,120,30
ZKhw9t_mXvlgDO-ZylEF9A,90,618767360,65282,4.59718892285467,-74.16737822832506,2017,8,vd01S-hcQjKXr5gD-v-uLg,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000204.tar,Colombia/Bogota,2,1,5919,7,121,30
ZKhw9t_mXvlgDO-ZylEF9A,180,618616832,76274,4.59718892285467,-74.16737822832506,2017,8,vd01S-hcQjKXr5gD-v-uLg,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000204.tar,Colombia/Bogota,2,2,5919,7,122,30
ZKhw9t_mXvlgDO-ZylEF9A,270,618694656,70914,4.59718892285467,-74.16737822832506,2017,8,vd01S-hcQjKXr5gD-v-uLg,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000204.tar,Colombia/Bogota,2,3,5919,7,123,30
p8eCDJVhTNngiYTedIpf_g,0,427390464,80009,4.752163080041056,-74.03698082649024,2021,11,-eTnIRdqRnWEgQZv2OJnmQ,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000137.tar,Colombia/Bogota,2,0,8497,7,124,31
p8eCDJVhTNngiYTedIpf_g,90,427661824,100254,4.752163080041056,-74.03698082649024,2021,11,-eTnIRdqRnWEgQZv2OJnmQ,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000137.tar,Colombia/Bogota,2,1,8497,7,125,31
p8eCDJVhTNngiYTedIpf_g,180,427472384,85496,4.752163080041056,-74.03698082649024,2021,11,-eTnIRdqRnWEgQZv2OJnmQ,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000137.tar,Colombia/Bogota,2,2,8497,7,126,31
p8eCDJVhTNngiYTedIpf_g,270,427559424,100445,4.752163080041056,-74.03698082649024,2021,11,-eTnIRdqRnWEgQZv2OJnmQ,train,/nas_data_24T/GSV/packages_main/cities/Colombia/Bogota/shard-000137.tar,Colombia/Bogota,2,3,8497,7,127,31
9bh7juRryct_gvXzmQVbsw,0,414518272,58508,48.77595030787374,2.256505584895596,2019,4,usP1nee5STiQVJXO1zFSow,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000074.tar,France/Paris,1,0,7033,8,128,32
9bh7juRryct_gvXzmQVbsw,90,414749184,73164,48.77595030787374,2.256505584895596,2019,4,usP1nee5STiQVJXO1zFSow,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000074.tar,France/Paris,1,1,7033,8,129,32
9bh7juRryct_gvXzmQVbsw,180,414578688,64857,48.77595030787374,2.256505584895596,2019,4,usP1nee5STiQVJXO1zFSow,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000074.tar,France/Paris,1,2,7033,8,130,32
9bh7juRryct_gvXzmQVbsw,270,414645248,102222,48.77595030787374,2.256505584895596,2019,4,usP1nee5STiQVJXO1zFSow,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000074.tar,France/Paris,1,3,7033,8,131,32
OrxCitSoIqES1BXozQ_y7w,0,175464960,63974,48.91463236749121,2.242103456830241,2016,4,seRL53zqRoGRi6G9IHJGGQ,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000302.tar,France/Paris,2,0,7689,8,132,33
OrxCitSoIqES1BXozQ_y7w,90,175648256,60320,48.91463236749121,2.242103456830241,2016,4,seRL53zqRoGRi6G9IHJGGQ,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000302.tar,France/Paris,2,1,7689,8,133,33
OrxCitSoIqES1BXozQ_y7w,180,175530496,47507,48.91463236749121,2.242103456830241,2016,4,seRL53zqRoGRi6G9IHJGGQ,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000302.tar,France/Paris,2,2,7689,8,134,33
OrxCitSoIqES1BXozQ_y7w,270,175579648,66792,48.91463236749121,2.242103456830241,2016,4,seRL53zqRoGRi6G9IHJGGQ,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000302.tar,France/Paris,2,3,7689,8,135,33
OsFSPD3YQX2iFwtPSJj66w,0,343005696,96415,48.8993717694756,2.093988738077931,2020,8,e3UyO-OrSEikFMBoOGL6qQ,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000302.tar,France/Paris,1,0,7749,8,136,34
OsFSPD3YQX2iFwtPSJj66w,90,343286272,93783,48.8993717694756,2.093988738077931,2020,8,e3UyO-OrSEikFMBoOGL6qQ,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000302.tar,France/Paris,1,1,7749,8,137,34
OsFSPD3YQX2iFwtPSJj66w,180,343104000,83531,48.8993717694756,2.093988738077931,2020,8,e3UyO-OrSEikFMBoOGL6qQ,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000302.tar,France/Paris,1,2,7749,8,138,34
OsFSPD3YQX2iFwtPSJj66w,270,343189504,94735,48.8993717694756,2.093988738077931,2020,8,e3UyO-OrSEikFMBoOGL6qQ,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000302.tar,France/Paris,1,3,7749,8,139,34
QT2WeYwBu2i_VqKLorJIAA,0,669806080,121455,48.69433772139662,2.206485700575332,2018,5,01Rzzwo8RPKnc7DUa9j0NA,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000331.tar,France/Paris,2,0,8206,8,140,35
QT2WeYwBu2i_VqKLorJIAA,90,670213632,105121,48.69433772139662,2.206485700575332,2018,5,01Rzzwo8RPKnc7DUa9j0NA,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000331.tar,France/Paris,2,1,8206,8,141,35
QT2WeYwBu2i_VqKLorJIAA,180,669929472,132832,48.69433772139662,2.206485700575332,2018,5,01Rzzwo8RPKnc7DUa9j0NA,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000331.tar,France/Paris,2,2,8206,8,142,35
QT2WeYwBu2i_VqKLorJIAA,270,670064128,147913,48.69433772139662,2.206485700575332,2018,5,01Rzzwo8RPKnc7DUa9j0NA,train,/nas_data_24T/GSV/packages_main/cities/France/Paris/shard-000331.tar,France/Paris,2,3,8206,8,143,35
NANViJwLrxCsmZL3tp53CA,0,705335296,90727,19.12142771295095,72.87809713062778,2026,2,6yjk-OyhQBKK01isRnM7Hw,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000082.tar,India/Mumbai,1,0,2770,9,144,36
NANViJwLrxCsmZL3tp53CA,90,705662464,100749,19.12142771295095,72.87809713062778,2026,2,6yjk-OyhQBKK01isRnM7Hw,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000082.tar,India/Mumbai,1,1,2770,9,145,36
NANViJwLrxCsmZL3tp53CA,180,705427968,107222,19.12142771295095,72.87809713062778,2026,2,6yjk-OyhQBKK01isRnM7Hw,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000082.tar,India/Mumbai,1,2,2770,9,146,36
NANViJwLrxCsmZL3tp53CA,270,705537024,123856,19.12142771295095,72.87809713062778,2026,2,6yjk-OyhQBKK01isRnM7Hw,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000082.tar,India/Mumbai,1,3,2770,9,147,36
RH_DEywgOW8gcXqiCy0nYA,0,21463552,58190,19.25510231382394,73.03525969193507,2026,3,geHpGX80T3eRCNUm0HBE1g,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000101.tar,India/Mumbai,1,0,3467,9,148,37
RH_DEywgOW8gcXqiCy0nYA,90,21663744,71303,19.25510231382394,73.03525969193507,2026,3,geHpGX80T3eRCNUm0HBE1g,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000101.tar,India/Mumbai,1,1,3467,9,149,37
RH_DEywgOW8gcXqiCy0nYA,180,21523456,63420,19.25510231382394,73.03525969193507,2026,3,geHpGX80T3eRCNUm0HBE1g,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000101.tar,India/Mumbai,1,2,3467,9,150,37
RH_DEywgOW8gcXqiCy0nYA,270,21588480,73572,19.25510231382394,73.03525969193507,2026,3,geHpGX80T3eRCNUm0HBE1g,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000101.tar,India/Mumbai,1,3,3467,9,151,37
rVgqZCxe9iSeQHi1Rz7D_g,0,720230912,46407,19.23815961310332,72.86169545879231,2021,11,vOw0ayygR2Cg_-UNvLYXMA,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000102.tar,India/Mumbai,1,0,8429,9,152,38
rVgqZCxe9iSeQHi1Rz7D_g,90,720416768,37951,19.23815961310332,72.86169545879231,2021,11,vOw0ayygR2Cg_-UNvLYXMA,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000102.tar,India/Mumbai,1,1,8429,9,153,38
rVgqZCxe9iSeQHi1Rz7D_g,180,720279040,76371,19.23815961310332,72.86169545879231,2021,11,vOw0ayygR2Cg_-UNvLYXMA,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000102.tar,India/Mumbai,1,2,8429,9,154,38
rVgqZCxe9iSeQHi1Rz7D_g,270,720357376,57487,19.23815961310332,72.86169545879231,2021,11,vOw0ayygR2Cg_-UNvLYXMA,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000102.tar,India/Mumbai,1,3,8429,9,155,38
riFrUnmn80IPccShVXds1w,0,147278336,104207,19.20620296852515,72.98739677172598,2026,4,V7dCxw7IT0C7VfnCmMHs3w,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000101.tar,India/Mumbai,2,0,8498,9,156,39
riFrUnmn80IPccShVXds1w,90,147590144,114954,19.20620296852515,72.98739677172598,2026,4,V7dCxw7IT0C7VfnCmMHs3w,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000101.tar,India/Mumbai,2,1,8498,9,157,39
riFrUnmn80IPccShVXds1w,180,147384320,99008,19.20620296852515,72.98739677172598,2026,4,V7dCxw7IT0C7VfnCmMHs3w,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000101.tar,India/Mumbai,2,2,8498,9,158,39
riFrUnmn80IPccShVXds1w,270,147485184,103424,19.20620296852515,72.98739677172598,2026,4,V7dCxw7IT0C7VfnCmMHs3w,train,/nas_data_24T/GSV/packages_main/cities/India/Mumbai/shard-000101.tar,India/Mumbai,2,3,8498,9,159,39
F-zO1_lNYu7P7STczcQGoA,0,81441280,65765,28.49262157588334,77.00654229684069,2022,4,fHSMVsRbT-S6TVd6U_F8UA,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000184.tar,India/NewDelhi,2,0,2409,10,160,40
F-zO1_lNYu7P7STczcQGoA,90,81640448,56587,28.49262157588334,77.00654229684069,2022,4,fHSMVsRbT-S6TVd6U_F8UA,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000184.tar,India/NewDelhi,2,1,2409,10,161,40
F-zO1_lNYu7P7STczcQGoA,180,81508864,55094,28.49262157588334,77.00654229684069,2022,4,fHSMVsRbT-S6TVd6U_F8UA,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000184.tar,India/NewDelhi,2,2,2409,10,162,40
F-zO1_lNYu7P7STczcQGoA,270,81565696,73155,28.49262157588334,77.00654229684069,2022,4,fHSMVsRbT-S6TVd6U_F8UA,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000184.tar,India/NewDelhi,2,3,2409,10,163,40
Zwz8YCj9WJciTCb9Vbhbgg,0,443039232,121410,28.70874800757854,77.07155068672547,2026,4,zG-xxLpWQlOrphpouDXHzg,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000533.tar,India/NewDelhi,1,0,5775,10,164,41
Zwz8YCj9WJciTCb9Vbhbgg,90,443373056,97947,28.70874800757854,77.07155068672547,2026,4,zG-xxLpWQlOrphpouDXHzg,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000533.tar,India/NewDelhi,1,1,5775,10,165,41
Zwz8YCj9WJciTCb9Vbhbgg,180,443162624,114672,28.70874800757854,77.07155068672547,2026,4,zG-xxLpWQlOrphpouDXHzg,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000533.tar,India/NewDelhi,1,2,5775,10,166,41
Zwz8YCj9WJciTCb9Vbhbgg,270,443278848,92165,28.70874800757854,77.07155068672547,2026,4,zG-xxLpWQlOrphpouDXHzg,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000533.tar,India/NewDelhi,1,3,5775,10,167,41
zai1Tw5q0_GrGm2UQnf6oQ,0,589168128,99961,28.76039159893193,77.28164282751509,2022,4,hc6I82eNRbG_9ZBPCA8tCQ,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000521.tar,India/NewDelhi,1,0,9048,10,168,42
zai1Tw5q0_GrGm2UQnf6oQ,90,589400064,67614,28.76039159893193,77.28164282751509,2022,4,hc6I82eNRbG_9ZBPCA8tCQ,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000521.tar,India/NewDelhi,1,1,9048,10,169,42
zai1Tw5q0_GrGm2UQnf6oQ,180,589270016,55449,28.76039159893193,77.28164282751509,2022,4,hc6I82eNRbG_9ZBPCA8tCQ,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000521.tar,India/NewDelhi,1,2,9048,10,170,42
zai1Tw5q0_GrGm2UQnf6oQ,270,589327360,70809,28.76039159893193,77.28164282751509,2022,4,hc6I82eNRbG_9ZBPCA8tCQ,train,/nas_data_24T/GSV/packages_main/cities/India/NewDelhi/shard-000521.tar,India/NewDelhi,1,3,9048,10,171,42
1AKJQ1rfsJHiI_exDhjlJg,0,450601472,102793,-6.329493975199436,107.3075522411555,2025,4,ghdtdzasQvOjGEeRU5W1pg,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000040.tar,Indonesia/Jakarta,2,0,111,11,172,43
1AKJQ1rfsJHiI_exDhjlJg,90,450877952,84181,-6.329493975199436,107.3075522411555,2025,4,ghdtdzasQvOjGEeRU5W1pg,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000040.tar,Indonesia/Jakarta,2,1,111,11,173,43
1AKJQ1rfsJHiI_exDhjlJg,180,450705920,98490,-6.329493975199436,107.3075522411555,2025,4,ghdtdzasQvOjGEeRU5W1pg,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000040.tar,Indonesia/Jakarta,2,2,111,11,174,43
1AKJQ1rfsJHiI_exDhjlJg,270,450806272,70076,-6.329493975199436,107.3075522411555,2025,4,ghdtdzasQvOjGEeRU5W1pg,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000040.tar,Indonesia/Jakarta,2,3,111,11,175,43
KV6GwwEwZhVF_riBds7VgA,0,377180160,136431,-6.459954215415714,106.8110485735879,2018,12,x9_KUzslQIOsU9Ab634QMg,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000414.tar,Indonesia/Jakarta,1,0,6768,11,176,44
KV6GwwEwZhVF_riBds7VgA,90,377318400,95882,-6.459954215415714,106.8110485735879,2018,12,x9_KUzslQIOsU9Ab634QMg,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000414.tar,Indonesia/Jakarta,1,1,6768,11,177,44
KV6GwwEwZhVF_riBds7VgA,180,377416192,107709,-6.459954215415714,106.8110485735879,2018,12,x9_KUzslQIOsU9Ab634QMg,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000414.tar,Indonesia/Jakarta,1,2,6768,11,178,44
KV6GwwEwZhVF_riBds7VgA,270,377525760,127925,-6.459954215415714,106.8110485735879,2018,12,x9_KUzslQIOsU9Ab634QMg,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000414.tar,Indonesia/Jakarta,1,3,6768,11,179,44
Ow25gmpoCXLg54TpY1r_Pg,0,34784256,116887,-6.390245409195475,106.697653342342,2024,6,KD3xj2Z5TnebydpFQ1lR2Q,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000496.tar,Indonesia/Jakarta,1,0,7545,11,180,45
Ow25gmpoCXLg54TpY1r_Pg,90,34903040,133338,-6.390245409195475,106.697653342342,2024,6,KD3xj2Z5TnebydpFQ1lR2Q,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000496.tar,Indonesia/Jakarta,1,1,7545,11,181,45
Ow25gmpoCXLg54TpY1r_Pg,180,35038208,102539,-6.390245409195475,106.697653342342,2024,6,KD3xj2Z5TnebydpFQ1lR2Q,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000496.tar,Indonesia/Jakarta,1,2,7545,11,182,45
Ow25gmpoCXLg54TpY1r_Pg,270,35142656,111427,-6.390245409195475,106.697653342342,2024,6,KD3xj2Z5TnebydpFQ1lR2Q,train,/nas_data_24T/GSV/packages_main/cities/Indonesia/Jakarta/shard-000496.tar,Indonesia/Jakarta,1,3,7545,11,183,45
Jg1zOEZ5d7tCco_pYNvEBA,0,248407552,88942,34.6436694439357,135.4956743693362,2020,12,kYYFXWfWRpSUvOwsG-xcKg,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000496.tar,Japan/Osaka,1,0,2217,12,184,46
Jg1zOEZ5d7tCco_pYNvEBA,90,248498176,75828,34.6436694439357,135.4956743693362,2020,12,kYYFXWfWRpSUvOwsG-xcKg,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000496.tar,Japan/Osaka,1,1,2217,12,185,46
Jg1zOEZ5d7tCco_pYNvEBA,180,248576000,72128,34.6436694439357,135.4956743693362,2020,12,kYYFXWfWRpSUvOwsG-xcKg,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000496.tar,Japan/Osaka,1,2,2217,12,186,46
Jg1zOEZ5d7tCco_pYNvEBA,270,248649728,89615,34.6436694439357,135.4956743693362,2020,12,kYYFXWfWRpSUvOwsG-xcKg,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000496.tar,Japan/Osaka,1,3,2217,12,187,46
JiU7iMfAkoqFTu7pp1xjPw,0,763172864,75688,34.93598719166671,135.6933872072295,2020,10,GL_auHHlTY-jQ4sog1FVhA,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000496.tar,Japan/Osaka,1,0,3019,12,188,47
JiU7iMfAkoqFTu7pp1xjPw,90,763250176,127228,34.93598719166671,135.6933872072295,2020,10,GL_auHHlTY-jQ4sog1FVhA,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000496.tar,Japan/Osaka,1,1,3019,12,189,47
JiU7iMfAkoqFTu7pp1xjPw,180,763379200,88545,34.93598719166671,135.6933872072295,2020,10,GL_auHHlTY-jQ4sog1FVhA,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000496.tar,Japan/Osaka,1,2,3019,12,190,47
JiU7iMfAkoqFTu7pp1xjPw,270,763469312,91561,34.93598719166671,135.6933872072295,2020,10,GL_auHHlTY-jQ4sog1FVhA,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000496.tar,Japan/Osaka,1,3,3019,12,191,47
TDSIUducGSE31gz-LR_UOg,0,9137152,94279,34.57276949629849,135.5652135155151,2014,4,xL4UWBVaQm6JmBbIphAUQA,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000659.tar,Japan/Osaka,2,0,3094,12,192,48
TDSIUducGSE31gz-LR_UOg,90,9233408,59536,34.57276949629849,135.5652135155151,2014,4,xL4UWBVaQm6JmBbIphAUQA,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000659.tar,Japan/Osaka,2,1,3094,12,193,48
TDSIUducGSE31gz-LR_UOg,180,9294848,80584,34.57276949629849,135.5652135155151,2014,4,xL4UWBVaQm6JmBbIphAUQA,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000659.tar,Japan/Osaka,2,2,3094,12,194,48
TDSIUducGSE31gz-LR_UOg,270,9377280,77507,34.57276949629849,135.5652135155151,2014,4,xL4UWBVaQm6JmBbIphAUQA,train,/nas_data_24T/GSV/packages_main/cities/Japan/Osaka/shard-000659.tar,Japan/Osaka,2,3,3094,12,195,48
gxGoJvtdqEEx-h3KwB9AbA,0,332233216,57544,3.071816341717388,101.5449403230063,2017,12,a1nvpbpEQQubFSrvi9ESCA,train,/nas_data_24T/GSV/packages_main/cities/Malaysia/KualaLumpur/shard-000156.tar,Malaysia/KualaLumpur,2,0,7255,13,196,49
gxGoJvtdqEEx-h3KwB9AbA,90,332419072,60490,3.071816341717388,101.5449403230063,2017,12,a1nvpbpEQQubFSrvi9ESCA,train,/nas_data_24T/GSV/packages_main/cities/Malaysia/KualaLumpur/shard-000156.tar,Malaysia/KualaLumpur,2,1,7255,13,197,49
